485,486,487,484,485,486,487,484,485,486,487,484,485,486,485,486,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,486,487,484,485,486,485,486,487,484,485,486,487,484,485,486,487,484,485,486,485,486,487,484,485,486,487,484,485,486,487,484,485,486,485,486,487,484,485,486,487,484,485,486
389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,390,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390
421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,422,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422
389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,390,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390
421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,548,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422
453,454,455,452,453,454,455,452,453,454,455,452,453,454,453,548,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,454,455,452,453,454,453,454,455,452,453,454,455,452,453,454,455,452,453,454,453,454,455,452,453,454,455,452,453,454,455,452,453,454,453,454,455,452,453,454,455,452,453,454
485,486,487,484,485,486,487,484,485,486,487,484,485,486,485,548,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,453,454,455,452,486,487,484,485,486,485,486,487,484,485,486,487,484,485,486,487,484,485,486,485,486,487,484,485,486,487,484,485,486,487,484,485,486,485,486,487,484,485,486,487,484,485,486
389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,548,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,485,486,487,484,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390,391,388,389,390,389,390,391,388,389,390,391,388,389,390
421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,548,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,389,390,391,388,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422,423,420,421,422,421,422,423,420,421,422,423,420,421,422
453,454,455,452,453,454,455,452,453,454,455,452,453,454,453,548,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,421,422,423,420,454,455,452,453,454,453,454,548,549,581,454,455,452,453,454,455,452,453,454,453,454,455,452,453,454,455,452,453,454,455,452,453,454,453,454,455,452,453,454,455,452,453,454
